RESPNO,REGION,URBRUR,Q1,Q6A,Q6B,Q6C,Q6E,Q94,Q93A,Q100,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,food_insecurity_label,location_type,is_food_insecure
GHA0727,262.0,2.0,23.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Several times,Rural,1
GHA0728,263.0,1.0,28.0,2.0,2.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,Several times,Urban,1
GHA0729,265.0,2.0,52.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Rural,0
GHA0730,265.0,2.0,70.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,Never,Rural,0
GHA0731,263.0,1.0,26.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,Several times,Urban,1
GHA0732,263.0,1.0,25.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA0733,266.0,1.0,30.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0734,262.0,2.0,32.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0735,263.0,1.0,32.0,0.0,1.0,0.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0736,263.0,1.0,27.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0737,262.0,2.0,49.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0738,266.0,1.0,24.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA0739,265.0,2.0,35.0,0.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,Never,Rural,0
GHA0740,273.0,2.0,32.0,2.0,2.0,1.0,0.0,8.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Several times,Rural,1
GHA0741,273.0,2.0,19.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Several times,Rural,1
GHA0742,271.0,2.0,32.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Never,Rural,0
GHA0743,271.0,2.0,38.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0744,266.0,1.0,28.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,9.0,9.0,2.0,Once/Twice,Urban,1
GHA0745,273.0,2.0,20.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,Many times,Rural,1
GHA0746,266.0,1.0,41.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0747,267.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0748,263.0,1.0,29.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0749,267.0,1.0,77.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0750,269.0,2.0,49.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA0751,262.0,2.0,18.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,Once/Twice,Rural,1
GHA0752,265.0,2.0,22.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0753,267.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA0754,267.0,1.0,45.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0755,269.0,2.0,50.0,0.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Rural,0
GHA0756,263.0,1.0,25.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0757,269.0,2.0,37.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0758,261.0,1.0,64.0,2.0,0.0,0.0,4.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,Several times,Urban,1
GHA0759,273.0,2.0,27.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0760,263.0,1.0,21.0,0.0,0.0,0.0,3.0,7.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,Never,Urban,0
GHA0761,263.0,1.0,37.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0762,263.0,1.0,20.0,1.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,Once/Twice,Urban,1
GHA0763,263.0,1.0,26.0,0.0,0.0,0.0,1.0,8.0,3.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,Never,Urban,0
GHA0764,265.0,2.0,101.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0765,262.0,2.0,21.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA0766,273.0,2.0,25.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,Always,Rural,1
GHA0767,267.0,2.0,18.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA0768,265.0,2.0,40.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,Once/Twice,Rural,1
GHA0769,267.0,2.0,21.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA0770,262.0,2.0,65.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0771,267.0,2.0,65.0,0.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Rural,0
GHA0772,267.0,2.0,58.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA0773,273.0,2.0,25.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0774,262.0,2.0,42.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0775,273.0,2.0,94.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Many times,Rural,1
GHA0776,263.0,1.0,21.0,0.0,1.0,0.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA0777,273.0,2.0,27.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,Many times,Rural,1
GHA0778,263.0,1.0,28.0,0.0,2.0,1.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0779,274.0,2.0,45.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Never,Rural,0
GHA0780,274.0,2.0,42.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Several times,Rural,1
GHA0781,267.0,1.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0782,269.0,2.0,25.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0783,267.0,1.0,45.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0784,267.0,2.0,42.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0785,267.0,1.0,65.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA0786,269.0,2.0,32.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,Never,Rural,0
GHA0787,269.0,2.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Never,Rural,0
GHA0788,267.0,2.0,26.0,0.0,1.0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA0789,267.0,2.0,38.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,Several times,Rural,1
GHA0790,269.0,2.0,47.0,2.0,1.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Several times,Rural,1
GHA0791,267.0,1.0,21.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,Never,Urban,0
GHA0792,267.0,2.0,29.0,2.0,4.0,1.0,4.0,8.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Several times,Rural,1
GHA0793,274.0,2.0,70.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0794,269.0,2.0,41.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,Several times,Rural,1
GHA0795,262.0,2.0,55.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0796,262.0,2.0,34.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Rural,0
GHA0797,262.0,2.0,39.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0798,262.0,2.0,67.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0799,263.0,1.0,40.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0800,262.0,2.0,38.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,Never,Rural,0
GHA0801,262.0,2.0,34.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,Never,Rural,0
GHA0802,262.0,2.0,51.0,0.0,1.0,1.0,4.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0803,262.0,2.0,55.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,Never,Rural,0
GHA0804,260.0,2.0,23.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Once/Twice,Rural,1
GHA0805,260.0,2.0,34.0,1.0,3.0,3.0,2.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Rural,1
GHA0806,260.0,2.0,38.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0807,265.0,1.0,44.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA0808,265.0,1.0,37.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA0809,265.0,1.0,49.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0810,265.0,1.0,30.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA0811,274.0,2.0,23.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,Many times,Rural,1
GHA0812,261.0,2.0,29.0,3.0,3.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Many times,Rural,1
GHA0813,261.0,2.0,35.0,3.0,3.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Many times,Rural,1
GHA0814,274.0,2.0,65.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,Several times,Rural,1
GHA0815,267.0,1.0,44.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0816,267.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0817,267.0,1.0,40.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA0818,267.0,1.0,68.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,Never,Urban,0
GHA0819,260.0,2.0,55.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,Once/Twice,Rural,1
GHA0820,265.0,1.0,24.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Urban,0
GHA0821,260.0,2.0,65.0,2.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0822,270.0,1.0,42.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0823,265.0,1.0,78.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0824,270.0,1.0,38.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,Never,Urban,0
GHA0825,261.0,2.0,21.0,0.0,0.0,4.0,4.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,Never,Rural,0
GHA0826,265.0,1.0,20.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0827,270.0,1.0,18.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Urban,0
GHA0828,262.0,1.0,36.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,Always,Urban,1
GHA0829,261.0,2.0,25.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,Never,Rural,0
GHA0830,267.0,2.0,29.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,Never,Rural,0
GHA0831,274.0,2.0,24.0,3.0,3.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,Many times,Rural,1
GHA0832,267.0,2.0,29.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,Never,Rural,0
GHA0833,274.0,2.0,18.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0834,262.0,1.0,63.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,Once/Twice,Urban,1
GHA0835,267.0,2.0,24.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0836,265.0,1.0,38.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,Several times,Urban,1
GHA0837,262.0,1.0,58.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Many times,Urban,1
GHA0838,262.0,1.0,77.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0839,267.0,2.0,64.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0840,267.0,1.0,64.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA0841,267.0,1.0,70.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0842,267.0,1.0,48.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Many times,Urban,1
GHA0843,267.0,1.0,20.0,2.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,Several times,Urban,1
GHA0844,263.0,1.0,47.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0845,275.0,2.0,70.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,Once/Twice,Rural,1
GHA0846,263.0,1.0,28.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA0847,275.0,2.0,60.0,3.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,Many times,Rural,1
GHA0848,269.0,1.0,18.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,Once/Twice,Urban,1
GHA0849,269.0,1.0,31.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0850,260.0,2.0,42.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,Once/Twice,Rural,1
GHA0851,263.0,1.0,70.0,0.0,2.0,0.0,0.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA0852,263.0,1.0,50.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0853,260.0,2.0,42.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0854,260.0,2.0,37.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,Always,Rural,1
GHA0855,270.0,1.0,31.0,0.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0856,269.0,1.0,19.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Once/Twice,Urban,1
GHA0857,261.0,2.0,32.0,3.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,Many times,Rural,1
GHA0858,271.0,1.0,47.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,Never,Urban,0
GHA0859,267.0,2.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,2.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA0860,271.0,1.0,18.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Never,Urban,0
GHA0861,271.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0862,266.0,1.0,60.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA0863,261.0,2.0,19.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0864,262.0,1.0,34.0,1.0,4.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA0865,270.0,1.0,42.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Urban,0
GHA0866,262.0,1.0,63.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA0867,262.0,1.0,24.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,Once/Twice,Urban,1
GHA0868,267.0,2.0,28.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Rural,0
GHA0869,266.0,1.0,39.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0870,275.0,2.0,35.0,1.0,0.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0871,266.0,1.0,43.0,0.0,2.0,0.0,3.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0872,266.0,1.0,76.0,0.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,Never,Urban,0
GHA0873,267.0,2.0,28.0,3.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0874,270.0,1.0,45.0,2.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,Several times,Urban,1
GHA0875,273.0,2.0,32.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,Many times,Rural,1
GHA0876,269.0,1.0,37.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA0877,271.0,1.0,53.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Urban,0
GHA0878,273.0,2.0,29.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0879,263.0,1.0,54.0,0.0,0.0,0.0,3.0,7.0,3.0,1.0,2.0,2.0,2.0,9.0,2.0,2.0,Never,Urban,0
GHA0880,263.0,1.0,23.0,1.0,0.0,0.0,2.0,7.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,Once/Twice,Urban,1
GHA0881,273.0,2.0,38.0,2.0,3.0,3.0,1.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Several times,Rural,1
GHA0882,263.0,1.0,37.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0883,263.0,1.0,23.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0884,271.0,1.0,25.0,0.0,1.0,1.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0885,269.0,1.0,36.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0886,271.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,Never,Urban,0
GHA0887,275.0,2.0,38.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0888,262.0,1.0,77.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0889,263.0,1.0,20.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA0890,275.0,2.0,18.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,Never,Rural,0
GHA0891,273.0,2.0,28.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Several times,Rural,1
GHA0892,269.0,1.0,63.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA0893,266.0,1.0,32.0,0.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA0894,267.0,2.0,19.0,0.0,0.0,3.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,Never,Rural,0
GHA0895,261.0,2.0,40.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,Several times,Rural,1
GHA0896,270.0,1.0,52.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Many times,Urban,1
GHA0897,270.0,1.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,Never,Urban,0
GHA0898,271.0,1.0,37.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,Never,Urban,0
GHA0899,273.0,2.0,26.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,Always,Rural,1
GHA0900,266.0,1.0,32.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
